apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,pressure,summary,temperature,time,visibility,windBearing,windSpeed
50.5,0.01,46.1,0.85,clear-night,0.0,0.0,1016.58,Clear,50.5,2015-01-09 04:00:00-08:00,10.0,287.0,0.66
51.03,0.01,45.46,0.81,clear-night,0.0,0.0,1015.95,Clear,51.03,2015-01-09 05:00:00-08:00,10.0,335.0,0.37
50.22,0.01,44.82,0.82,clear-night,0.0,0.0,1016.08,Clear,50.22,2015-01-09 06:00:00-08:00,10.0,127.0,2.07
50.32,0.04,44.7,0.81,clear-night,0.0,0.0,1016.52,Clear,50.32,2015-01-09 07:00:00-08:00,10.0,47.0,0.86
51.06,0.01,44.88,0.79,clear-day,0.0,0.0,1017.1,Clear,51.06,2015-01-09 08:00:00-08:00,9.94,95.0,3.85
53.22,0.0,46.41,0.78,clear-day,0.0,0.0,1017.4,Clear,53.22,2015-01-09 09:00:00-08:00,10.0,101.0,5.7
56.47,0.01,48.1,0.74,clear-day,0.0,0.0,1017.22,Clear,56.47,2015-01-09 10:00:00-08:00,10.0,116.0,3.88
60.29,0.0,48.99,0.66,clear-day,0.0,0.0,1016.99,Clear,60.29,2015-01-09 11:00:00-08:00,10.0,144.0,3.3
62.56,0.0,48.33,0.6,clear-day,0.0,0.0,1016.1,Clear,62.56,2015-01-09 12:00:00-08:00,10.0,177.0,1.93
63.22,0.0,47.2,0.56,clear-day,0.0,0.0,1015.73,Clear,63.22,2015-01-09 13:00:00-08:00,10.0,273.0,4.51
63.84,0.0,47.38,0.55,clear-day,0.0,0.0,1015.29,Clear,63.84,2015-01-09 14:00:00-08:00,10.0,286.0,3.07
62.29,0.0,50.78,0.66,clear-day,0.0,0.0,1015.89,Clear,62.29,2015-01-09 15:00:00-08:00,10.0,253.0,6.26
62.02,0.0,51.73,0.69,clear-day,0.0,0.0,1016.09,Clear,62.02,2015-01-09 16:00:00-08:00,10.0,295.0,5.07
59.67,0.0,52.65,0.78,clear-day,0.0,0.0,1016.16,Clear,59.67,2015-01-09 17:00:00-08:00,10.0,312.0,5.07
57.85,0.04,53.0,0.84,clear-night,0.0,0.0,1016.06,Clear,57.85,2015-01-09 18:00:00-08:00,10.0,161.0,4.67
56.15,0.04,52.64,0.88,clear-night,0.0,0.0,1016.21,Clear,56.15,2015-01-09 19:00:00-08:00,8.46,124.0,2.04
53.1,0.05,49.31,0.87,clear-night,0.0,0.0,1016.37,Clear,53.1,2015-01-09 20:00:00-08:00,9.88,222.0,0.62
53.23,0.27,49.48,0.87,partly-cloudy-night,0.0,0.0,1016.58,Partly Cloudy,53.23,2015-01-09 21:00:00-08:00,10.0,279.0,2.59
52.28,0.19,48.0,0.85,clear-night,0.0,0.0,1017.03,Clear,52.28,2015-01-09 22:00:00-08:00,10.0,73.0,1.96
52.58,0.08,49.02,0.88,clear-night,0.0,0.0,1016.62,Clear,52.58,2015-01-09 23:00:00-08:00,8.66,128.0,1.96
50.99,0.23,48.72,0.92,clear-night,0.0,0.0,1016.31,Clear,50.99,2015-01-10 00:00:00-08:00,7.13,86.0,2.54
47.47,0.23,47.56,0.94,clear-night,0.0,0.0,1016.21,Clear,49.09,2015-01-10 01:00:00-08:00,4.98,119.0,4.5
51.38,0.0,48.41,0.9,clear-night,0.0,0.0,1016.22,Clear,51.38,2015-01-10 02:00:00-08:00,3.92,134.0,5.2
51.43,0.25,48.46,0.9,partly-cloudy-night,0.0,0.0,1016.11,Partly Cloudy,51.43,2015-01-10 03:00:00-08:00,4.88,106.0,3.83
51.22,0.22,48.12,0.89,clear-night,0.0,0.0,1015.89,Clear,51.22,2015-01-10 04:00:00-08:00,5.31,90.0,0.71
50.35,0.0,46.54,0.87,clear-night,0.0,0.0,1015.79,Clear,50.35,2015-01-10 05:00:00-08:00,9.15,149.0,2.07
49.28,0.0,46.13,0.89,clear-night,0.0,0.0,1015.82,Clear,49.28,2015-01-10 06:00:00-08:00,7.32,53.0,0.89
48.45,0.02,46.04,0.88,clear-night,0.0,0.0,1016.36,Clear,49.3,2015-01-10 07:00:00-08:00,6.95,93.0,3.49
48.96,0.0,46.31,0.89,clear-day,0.0,0.0,1016.87,Clear,49.48,2015-01-10 08:00:00-08:00,7.32,31.0,3.15
52.1,0.0,48.52,0.88,clear-day,0.0,0.0,1017.46,Clear,52.1,2015-01-10 09:00:00-08:00,7.4,117.0,1.82
56.09,0.0,49.74,0.79,clear-day,0.0,0.0,1017.53,Clear,56.09,2015-01-10 10:00:00-08:00,9.41,22.0,1.65
59.93,0.0,49.81,0.69,clear-day,0.0,0.0,1016.48,Clear,59.93,2015-01-10 11:00:00-08:00,9.82,81.0,3.33
63.14,0.0,47.41,0.56,clear-day,0.0,0.0,1015.43,Clear,63.14,2015-01-10 12:00:00-08:00,9.92,128.0,1.06
65.77,0.0,45.13,0.47,clear-day,0.0,0.0,1014.76,Clear,65.77,2015-01-10 13:00:00-08:00,9.92,300.0,3.05
65.56,0.01,46.36,0.5,clear-day,0.0,0.0,1014.34,Clear,65.56,2015-01-10 14:00:00-08:00,9.94,261.0,5.69
63.25,0.01,48.73,0.59,clear-day,0.0,0.0,1014.7,Clear,63.25,2015-01-10 15:00:00-08:00,9.94,283.0,9.99
61.08,0.22,49.82,0.66,clear-day,0.0,0.0,1015.07,Clear,61.08,2015-01-10 16:00:00-08:00,9.94,298.0,7.3
59.6,0.01,49.28,0.69,clear-day,0.0,0.0,1015.27,Clear,59.6,2015-01-10 17:00:00-08:00,9.94,289.0,6.85
57.61,0.0,51.11,0.79,clear-night,0.0,0.0,1015.64,Clear,57.61,2015-01-10 18:00:00-08:00,9.94,315.0,1.86
55.64,0.0,49.99,0.81,clear-night,0.0,0.0,1015.79,Clear,55.64,2015-01-10 19:00:00-08:00,8.66,282.0,0.63
54.03,0.01,49.46,0.84,clear-night,0.0,0.0,1016.17,Clear,54.03,2015-01-10 20:00:00-08:00,8.05,270.0,1.59
53.19,0.01,47.81,0.82,clear-night,0.0,0.0,1016.47,Clear,53.19,2015-01-10 21:00:00-08:00,9.4,66.0,1.98
52.97,0.25,48.3,0.84,partly-cloudy-night,0.0,0.0,1016.67,Partly Cloudy,52.97,2015-01-10 22:00:00-08:00,9.41,302.0,1.66
52.67,0.29,48.12,0.84,partly-cloudy-night,0.0,0.0,1016.97,Partly Cloudy,52.67,2015-01-10 23:00:00-08:00,9.4,345.0,1.87
52.43,0.27,48.02,0.85,partly-cloudy-night,0.0,0.0,1016.93,Partly Cloudy,52.43,2015-01-11 00:00:00-08:00,7.99,323.0,2.41
51.11,0.23,48.11,0.89,clear-night,0.0,0.0,1016.93,Clear,51.11,2015-01-11 01:00:00-08:00,7.32,311.0,3.35
49.78,0.05,46.79,0.89,clear-night,0.0,0.0,1017.15,Clear,49.78,2015-01-11 02:00:00-08:00,9.21,10.0,1.28
49.91,0.0,46.98,0.9,clear-night,0.0,0.0,1017.13,Clear,49.91,2015-01-11 03:00:00-08:00,6.96,121.0,1.7
50.27,0.0,47.28,0.89,clear-night,0.0,0.0,1017.26,Clear,50.27,2015-01-11 04:00:00-08:00,2.75,345.0,0.67
50.13,0.15,47.93,0.92,clear-night,0.0,0.0,1017.34,Clear,50.13,2015-01-11 05:00:00-08:00,3.05,327.0,1.39
49.59,0.0,47.94,0.94,clear-night,0.0,0.0,1017.51,Clear,49.59,2015-01-11 06:00:00-08:00,2.86,85.0,2.35
48.09,0.17,46.68,0.9,clear-night,0.0,0.0,1017.62,Clear,49.48,2015-01-11 07:00:00-08:00,3.06,118.0,4.26
46.6,0.0,47.23,0.94,clear-day,0.0,0.0,1018.07,Clear,48.83,2015-01-11 08:00:00-08:00,2.48,87.0,5.42
50.96,0.0,48.12,0.9,fog,0.0,0.0,1019.37,Foggy,50.96,2015-01-11 09:00:00-08:00,1.84,89.0,2.37
51.91,0.0,49.51,0.92,clear-day,0.0,0.0,1020.05,Clear,51.91,2015-01-11 10:00:00-08:00,4.68,100.0,2.41
55.1,0.0,49.3,0.81,clear-day,0.0,0.0,1019.98,Clear,55.1,2015-01-11 11:00:00-08:00,8.6,124.0,1.94
58.59,0.01,48.65,0.7,clear-day,0.0,0.0,1019.61,Clear,58.59,2015-01-11 12:00:00-08:00,9.19,301.0,3.75
60.39,0.01,48.65,0.65,clear-day,0.0,0.0,1019.1,Clear,60.39,2015-01-11 13:00:00-08:00,8.21,295.0,5.54
61.25,0.01,48.65,0.63,clear-day,0.0,0.0,1018.91,Clear,61.25,2015-01-11 14:00:00-08:00,7.85,279.0,7.63
60.31,0.04,49.63,0.68,clear-day,0.0,0.0,1019.12,Clear,60.31,2015-01-11 15:00:00-08:00,9.63,277.0,10.61
58.74,0.01,50.44,0.74,clear-day,0.0,0.0,1019.42,Clear,58.74,2015-01-11 16:00:00-08:00,9.66,270.0,6.99
56.98,0.01,50.36,0.79,clear-day,0.0,0.0,1019.7,Clear,56.98,2015-01-11 17:00:00-08:00,9.66,267.0,5.4
55.73,0.27,50.28,0.82,partly-cloudy-night,0.0,0.0,1020.45,Partly Cloudy,55.73,2015-01-11 18:00:00-08:00,9.68,283.0,5.03
54.19,0.27,49.21,0.83,partly-cloudy-night,0.0,0.0,1021.08,Partly Cloudy,54.19,2015-01-11 19:00:00-08:00,9.65,306.0,1.26
53.56,0.0,49.27,0.85,clear-night,0.0,0.0,1021.23,Clear,53.56,2015-01-11 20:00:00-08:00,9.39,355.0,1.75
50.23,0.0,47.25,0.89,clear-night,0.0,0.0,1021.82,Clear,50.23,2015-01-11 21:00:00-08:00,8.83,29.0,3.86
49.51,0.0,46.63,0.9,clear-night,0.0,0.0,1022.09,Clear,49.51,2015-01-11 22:00:00-08:00,8.6,117.0,1.83
48.09,0.01,45.23,0.9,clear-night,0.0,0.0,1022.46,Clear,48.09,2015-01-11 23:00:00-08:00,8.46,71.0,2.01
47.12,0.0,44.22,0.9,clear-night,0.0,0.0,1022.53,Clear,47.12,2015-01-12 00:00:00-08:00,8.27,129.0,1.46
46.39,0.27,43.55,0.9,partly-cloudy-night,0.0,0.0,1022.65,Partly Cloudy,46.39,2015-01-12 01:00:00-08:00,6.8,54.0,1.39
46.92,0.16,44.19,0.9,clear-night,0.0,0.0,1023.31,Clear,46.92,2015-01-12 02:00:00-08:00,6.29,15.0,1.85
46.75,0.0,44.43,0.92,clear-night,0.0,0.0,1023.59,Clear,46.75,2015-01-12 03:00:00-08:00,5.07,92.0,1.86
45.54,0.31,45.38,0.96,partly-cloudy-night,0.0,0.0,1023.54,Partly Cloudy,46.39,2015-01-12 04:00:00-08:00,3.64,101.0,3.06
46.98,0.11,44.57,0.91,clear-night,0.0,0.0,1023.58,Clear,46.98,2015-01-12 05:00:00-08:00,4.83,16.0,2.48
43.65,0.0,44.77,0.96,fog,0.0,0.0,1023.55,Foggy,45.83,2015-01-12 06:00:00-08:00,1.5,99.0,4.53
45.33,0.0,43.89,0.92,fog,0.0,0.0,1023.76,Foggy,46.22,2015-01-12 07:00:00-08:00,1.65,113.0,3.08
44.6,0.0,44.5,0.94,fog,0.0,0.0,1024.11,Foggy,46.1,2015-01-12 08:00:00-08:00,1.56,98.0,3.72
47.59,0.0,45.29,0.92,fog,0.0,0.0,1024.83,Foggy,47.59,2015-01-12 09:00:00-08:00,1.82,103.0,2.88
49.52,0.14,47.5,0.93,clear-day,0.0,0.0,1025.4,Clear,49.52,2015-01-12 10:00:00-08:00,5.57,70.0,1.75
51.85,0.23,48.56,0.88,clear-day,0.0,0.0,1025.08,Clear,51.85,2015-01-12 11:00:00-08:00,7.74,313.0,5.34
56.11,0.01,48.87,0.77,clear-day,0.0,0.0,1023.96,Clear,56.11,2015-01-12 12:00:00-08:00,9.88,305.0,4.87
61.66,0.0,48.74,0.63,clear-day,0.0,0.0,1023.18,Clear,61.66,2015-01-12 13:00:00-08:00,9.83,280.0,4.86
62.35,0.0,48.75,0.61,clear-day,0.0,0.0,1022.96,Clear,62.35,2015-01-12 14:00:00-08:00,9.58,299.0,7.41
62.03,0.0,48.57,0.61,clear-day,0.0,0.0,1023.13,Clear,62.03,2015-01-12 15:00:00-08:00,10.0,278.0,9.01
61.4,0.0,47.64,0.61,clear-day,0.0,0.0,1022.92,Clear,61.4,2015-01-12 16:00:00-08:00,10.0,290.0,6.59
58.6,0.05,50.45,0.74,clear-day,0.0,0.0,1023.11,Clear,58.6,2015-01-12 17:00:00-08:00,10.0,275.0,4.52
56.94,0.01,50.5,0.79,clear-night,0.0,0.0,1023.16,Clear,56.94,2015-01-12 18:00:00-08:00,10.0,293.0,4.45
55.93,0.0,50.2,0.81,clear-night,0.0,0.0,1022.98,Clear,55.93,2015-01-12 19:00:00-08:00,10.0,285.0,3.41
53.48,0.04,49.12,0.85,clear-night,0.0,0.0,1023.01,Clear,53.48,2015-01-12 20:00:00-08:00,10.0,345.0,2.09
53.15,0.0,48.49,0.84,clear-night,0.0,0.0,1023.12,Clear,53.15,2015-01-12 21:00:00-08:00,10.0,313.0,1.1
51.21,0.0,47.27,0.86,clear-night,0.0,0.0,1023.22,Clear,51.21,2015-01-12 22:00:00-08:00,9.36,323.0,4.13
50.08,0.0,46.91,0.89,clear-night,0.0,0.0,1023.13,Clear,50.08,2015-01-12 23:00:00-08:00,8.53,32.0,1.64
47.39,0.04,44.21,0.89,clear-night,0.0,0.0,1022.99,Clear,47.39,2015-01-13 00:00:00-08:00,7.79,8.0,1.54
47.6,0.0,44.47,0.89,clear-night,0.0,0.0,1022.8,Clear,47.6,2015-01-13 01:00:00-08:00,8.09,89.0,0.88
47.98,0.0,46.41,0.94,fog,0.0,0.0,1023.04,Foggy,47.98,2015-01-13 02:00:00-08:00,1.56,77.0,0.9
47.44,0.0,45.31,0.92,fog,0.0,0.0,1023.09,Foggy,47.44,2015-01-13 03:00:00-08:00,1.53,118.0,2.79
46.91,0.23,45.41,0.94,clear-night,0.0,0.0,1022.82,Clear,46.91,2015-01-13 04:00:00-08:00,2.36,16.0,0.5
43.39,0.0,45.04,0.96,fog,0.0,0.0,1022.44,Foggy,46.2,2015-01-13 05:00:00-08:00,1.95,100.0,5.58
43.04,0.27,43.5,0.94,partly-cloudy-night,0.0,0.0,1022.45,Partly Cloudy,45.15,2015-01-13 06:00:00-08:00,5.7,113.0,4.28
41.26,0.0,42.18,0.91,clear-night,0.0,0.0,1022.72,Clear,44.57,2015-01-13 07:00:00-08:00,5.52,94.0,5.9
41.62,0.0,42.23,0.91,clear-day,0.0,0.0,1022.94,Clear,44.67,2015-01-13 08:00:00-08:00,4.08,86.0,5.5
46.87,0.03,45.39,0.88,clear-day,0.0,0.0,1023.46,Clear,48.85,2015-01-13 09:00:00-08:00,6.94,104.0,5.0
53.27,0.03,47.31,0.8,clear-day,0.0,0.0,1023.51,Clear,53.27,2015-01-13 10:00:00-08:00,9.02,108.0,4.72
57.88,0.0,47.64,0.69,clear-day,0.0,0.0,1023.08,Clear,57.88,2015-01-13 11:00:00-08:00,9.22,116.0,4.31
60.77,0.0,47.28,0.61,clear-day,0.0,0.0,1022.02,Clear,60.77,2015-01-13 12:00:00-08:00,10.0,44.0,3.98
63.35,0.0,45.91,0.53,clear-day,0.0,0.0,1020.8,Clear,63.35,2015-01-13 13:00:00-08:00,10.0,35.0,3.9
65.6,0.0,43.9,0.45,clear-day,0.0,0.0,1019.99,Clear,65.6,2015-01-13 14:00:00-08:00,10.0,341.0,3.32
66.97,0.0,43.12,0.42,clear-day,0.0,0.0,1019.66,Clear,66.97,2015-01-13 15:00:00-08:00,10.0,328.0,2.2
65.78,0.0,43.29,0.44,clear-day,0.0,0.0,1019.61,Clear,65.78,2015-01-13 16:00:00-08:00,10.0,302.0,5.75
64.06,0.0,45.06,0.5,clear-day,0.0,0.0,1019.99,Clear,64.06,2015-01-13 17:00:00-08:00,10.0,300.0,3.06
60.05,0.0,47.57,0.63,clear-night,0.0,0.0,1020.44,Clear,60.05,2015-01-13 18:00:00-08:00,10.0,278.0,4.35
56.42,0.0,48.31,0.74,clear-night,0.0,0.0,1020.8,Clear,56.42,2015-01-13 19:00:00-08:00,10.0,216.0,3.02
53.22,0.0,46.3,0.77,clear-night,0.0,0.0,1020.61,Clear,53.22,2015-01-13 20:00:00-08:00,10.0,86.0,4.72
52.29,0.0,46.15,0.8,clear-night,0.0,0.0,1020.81,Clear,52.29,2015-01-13 21:00:00-08:00,10.0,110.0,3.57
48.61,0.0,44.0,0.8,clear-night,0.0,0.0,1021.15,Clear,49.96,2015-01-13 22:00:00-08:00,10.0,110.0,4.31
48.27,0.0,42.03,0.77,clear-night,0.0,0.0,1021.6,Clear,48.99,2015-01-13 23:00:00-08:00,10.0,92.0,3.29
50.5,0.0,43.23,0.76,clear-night,0.0,0.0,1021.34,Clear,50.5,2015-01-14 00:00:00-08:00,10.0,95.0,7.17
50.47,0.0,43.85,0.78,clear-night,0.0,0.0,1021.44,Clear,50.47,2015-01-14 01:00:00-08:00,10.0,91.0,9.6
50.46,0.0,43.36,0.77,clear-night,0.0,0.0,1022.06,Clear,50.46,2015-01-14 02:00:00-08:00,10.0,100.0,7.1
45.53,0.0,43.33,0.79,clear-night,0.0,0.0,1022.13,Clear,49.74,2015-01-14 03:00:00-08:00,10.0,91.0,10.53
45.89,0.0,43.02,0.78,clear-night,0.0,0.0,1021.99,Clear,49.5,2015-01-14 04:00:00-08:00,9.34,89.0,8.67
46.26,0.0,42.98,0.78,clear-night,0.0,0.0,1021.89,Clear,49.52,2015-01-14 05:00:00-08:00,8.53,91.0,7.81
44.79,0.0,43.03,0.78,clear-night,0.0,0.0,1021.87,Clear,49.63,2015-01-14 06:00:00-08:00,8.53,109.0,12.62
42.79,0.0,42.19,0.8,clear-night,0.0,0.0,1022.35,Clear,48.14,2015-01-14 07:00:00-08:00,7.79,101.0,13.03
45.34,0.0,43.29,0.78,clear-day,0.0,0.0,1022.97,Clear,49.75,2015-01-14 08:00:00-08:00,6.99,109.0,11.2
52.73,0.0,44.06,0.72,clear-day,0.0,0.0,1023.78,Clear,52.73,2015-01-14 09:00:00-08:00,7.86,101.0,12.36
55.71,0.0,45.1,0.67,clear-day,0.0,0.0,1024.32,Clear,55.71,2015-01-14 10:00:00-08:00,6.72,120.0,10.23
58.43,0.0,45.71,0.63,clear-day,0.0,0.0,1024.25,Clear,58.43,2015-01-14 11:00:00-08:00,7.05,111.0,9.51
60.93,0.0,46.4,0.59,clear-day,0.0,0.0,1023.45,Clear,60.93,2015-01-14 12:00:00-08:00,7.14,103.0,8.06
63.99,0.0,45.56,0.51,clear-day,0.0,0.0,1022.53,Clear,63.99,2015-01-14 13:00:00-08:00,8.57,92.0,4.58
65.06,0.0,44.82,0.48,clear-day,0.0,0.0,1022.16,Clear,65.06,2015-01-14 14:00:00-08:00,8.57,87.0,4.29
66.42,0.0,42.59,0.42,clear-day,0.0,0.0,1021.82,Clear,66.42,2015-01-14 15:00:00-08:00,10.0,115.0,3.89
66.23,0.0,43.01,0.43,clear-day,0.0,0.0,1022.12,Clear,66.23,2015-01-14 16:00:00-08:00,10.0,108.0,3.72
62.77,0.01,44.73,0.52,clear-day,0.0,0.0,1022.73,Clear,62.77,2015-01-14 17:00:00-08:00,9.94,67.0,2.66
58.39,0.0,46.73,0.65,clear-night,0.0,0.0,1023.26,Clear,58.39,2015-01-14 18:00:00-08:00,9.79,324.0,0.94
58.05,0.0,47.47,0.68,clear-night,0.0,0.0,1023.9,Clear,58.05,2015-01-14 19:00:00-08:00,9.65,279.0,3.15
55.06,0.0,47.77,0.76,clear-night,0.0,0.0,1024.57,Clear,55.06,2015-01-14 20:00:00-08:00,9.58,4.0,2.26
53.63,0.0,47.08,0.78,clear-night,0.0,0.0,1025.5,Clear,53.63,2015-01-14 21:00:00-08:00,9.51,14.0,1.96
51.97,0.0,46.35,0.81,clear-night,0.0,0.0,1026.03,Clear,51.97,2015-01-14 22:00:00-08:00,10.0,56.0,2.98
51.11,0.0,44.33,0.78,clear-night,0.0,0.0,1026.3,Clear,51.11,2015-01-14 23:00:00-08:00,9.57,74.0,2.19
50.72,0.0,45.66,0.83,clear-night,0.0,0.0,1025.88,Clear,50.72,2015-01-15 00:00:00-08:00,8.98,317.0,0.68
47.01,0.0,44.43,0.83,clear-night,0.0,0.0,1025.39,Clear,49.31,2015-01-15 01:00:00-08:00,8.98,117.0,5.68
46.21,0.0,42.75,0.81,clear-night,0.0,0.0,1025.81,Clear,48.45,2015-01-15 02:00:00-08:00,9.64,110.0,5.3
44.32,0.0,42.76,0.84,clear-night,0.0,0.0,1025.67,Clear,47.38,2015-01-15 03:00:00-08:00,9.57,88.0,6.44
44.95,0.0,42.34,0.79,clear-night,0.0,0.0,1025.14,Clear,48.62,2015-01-15 04:00:00-08:00,9.51,118.0,8.34
43.26,0.0,40.84,0.79,clear-night,0.0,0.0,1025.21,Clear,46.95,2015-01-15 05:00:00-08:00,9.43,81.0,7.54
44.05,0.0,40.42,0.78,clear-night,0.0,0.0,1024.79,Clear,46.77,2015-01-15 06:00:00-08:00,9.49,110.0,5.6
42.54,0.0,38.57,0.76,clear-night,0.0,0.0,1025.61,Clear,45.72,2015-01-15 07:00:00-08:00,9.43,113.0,6.05
42.39,0.01,38.92,0.76,clear-day,0.0,0.0,1025.86,Clear,46.0,2015-01-15 08:00:00-08:00,9.58,115.0,6.95
50.56,0.01,41.58,0.71,clear-day,0.0,0.0,1025.91,Clear,50.56,2015-01-15 09:00:00-08:00,9.79,108.0,12.29
54.66,0.0,41.76,0.62,clear-day,0.0,0.0,1027.02,Clear,54.66,2015-01-15 10:00:00-08:00,9.79,96.0,7.8
58.0,0.0,42.31,0.56,clear-day,0.0,0.0,1026.82,Clear,58.0,2015-01-15 11:00:00-08:00,9.94,105.0,7.57
62.14,0.0,42.33,0.48,clear-day,0.0,0.0,1025.87,Clear,62.14,2015-01-15 12:00:00-08:00,10.0,95.0,5.34
65.49,0.0,41.69,0.42,clear-day,0.0,0.0,1025.26,Clear,65.49,2015-01-15 13:00:00-08:00,10.0,76.0,1.78
68.38,0.0,37.91,0.33,clear-day,0.0,0.0,1024.29,Clear,68.38,2015-01-15 14:00:00-08:00,10.0,118.0,1.21
68.65,0.01,36.46,0.31,clear-day,0.0,0.0,1024.44,Clear,68.65,2015-01-15 15:00:00-08:00,10.0,286.0,5.3
67.57,0.01,37.16,0.33,clear-day,0.0,0.0,1024.38,Clear,67.57,2015-01-15 16:00:00-08:00,10.0,277.0,3.43
64.2,0.0,40.15,0.41,clear-day,0.0,0.0,1024.52,Clear,64.2,2015-01-15 17:00:00-08:00,10.0,272.0,5.45
59.53,0.0,47.39,0.64,clear-night,0.0,0.0,1025.01,Clear,59.53,2015-01-15 18:00:00-08:00,10.0,285.0,5.73
57.86,0.0,48.86,0.72,clear-night,0.0,0.0,1024.65,Clear,57.86,2015-01-15 19:00:00-08:00,9.91,22.0,0.54
56.84,0.0,48.73,0.74,clear-night,0.0,0.0,1025.09,Clear,56.84,2015-01-15 20:00:00-08:00,9.27,286.0,2.76
54.2,0.04,45.09,0.71,clear-night,0.0,0.0,1024.23,Clear,54.2,2015-01-15 21:00:00-08:00,10.0,281.0,4.04
56.16,0.26,49.37,0.78,partly-cloudy-night,0.0,0.0,1026.54,Partly Cloudy,56.16,2015-01-15 22:00:00-08:00,9.23,275.0,2.53
54.18,0.27,49.64,0.85,partly-cloudy-night,0.0,0.0,1026.89,Partly Cloudy,54.18,2015-01-15 23:00:00-08:00,7.79,146.0,0.61
54.79,0.23,50.31,0.85,clear-night,0.0,0.0,1026.26,Clear,54.79,2015-01-16 00:00:00-08:00,7.79,71.0,2.48
54.42,0.02,49.81,0.84,clear-night,0.0,0.0,1024.98,Clear,54.42,2015-01-16 01:00:00-08:00,7.79,115.0,4.38
52.42,0.0,48.15,0.85,clear-night,0.0,0.0,1025.22,Clear,52.42,2015-01-16 02:00:00-08:00,9.34,89.0,4.6
49.73,0.0,45.71,0.86,clear-night,0.0,0.0,1025.62,Clear,49.73,2015-01-16 03:00:00-08:00,10.0,96.0,1.67
46.95,0.0,43.1,0.82,clear-night,0.0,0.0,1024.97,Clear,48.28,2015-01-16 04:00:00-08:00,10.0,104.0,3.91
47.54,0.0,42.84,0.84,clear-night,0.0,0.0,1024.49,Clear,47.54,2015-01-16 05:00:00-08:00,10.0,72.0,2.08
43.94,0.0,41.17,0.83,clear-night,0.0,0.0,1024.44,Clear,46.19,2015-01-16 06:00:00-08:00,10.0,85.0,4.7
44.0,0.02,40.97,0.81,clear-night,0.0,0.0,1024.68,Clear,46.65,2015-01-16 07:00:00-08:00,10.0,109.0,5.44
45.59,0.02,41.94,0.82,clear-day,0.0,0.0,1025.6,Clear,47.24,2015-01-16 08:00:00-08:00,10.0,98.0,4.12
51.17,0.0,43.4,0.75,clear-day,0.0,0.0,1025.77,Clear,51.17,2015-01-16 09:00:00-08:00,10.0,111.0,7.1
54.27,0.0,44.34,0.69,clear-day,0.0,0.0,1026.49,Clear,54.27,2015-01-16 10:00:00-08:00,10.0,103.0,4.85
58.97,0.0,44.3,0.58,clear-day,0.0,0.0,1026.38,Clear,58.97,2015-01-16 11:00:00-08:00,10.0,125.0,2.01
62.26,0.02,43.51,0.5,clear-day,0.0,0.0,1025.24,Clear,62.26,2015-01-16 12:00:00-08:00,9.91,277.0,1.0
65.46,0.0,42.94,0.44,clear-day,0.0,0.0,1024.11,Clear,65.46,2015-01-16 13:00:00-08:00,9.91,299.0,6.65
66.2,0.02,42.28,0.42,clear-day,0.0,0.0,1023.35,Clear,66.2,2015-01-16 14:00:00-08:00,9.94,276.0,5.42
65.49,0.0,45.76,0.49,clear-day,0.0,0.0,1023.18,Clear,65.49,2015-01-16 15:00:00-08:00,9.91,272.0,6.03
64.16,0.02,49.76,0.59,clear-day,0.0,0.0,1023.31,Clear,64.16,2015-01-16 16:00:00-08:00,9.91,284.0,7.23
61.26,,52.27,0.72,clear-day,0.0,0.0,1023.59,Clear,61.26,2015-01-16 17:00:00-08:00,9.91,278.0,6.18
59.22,0.03,53.26,0.81,clear-night,0.0,0.0,1023.97,Clear,59.22,2015-01-16 18:00:00-08:00,9.94,275.0,4.02
58.17,0.05,52.13,0.8,clear-night,0.0,0.0,1024.13,Clear,58.17,2015-01-16 19:00:00-08:00,9.94,316.0,2.18
56.42,0.23,51.06,0.82,clear-night,0.0,0.0,1024.27,Clear,56.42,2015-01-16 20:00:00-08:00,10.0,121.0,1.79
56.67,0.0,51.58,0.83,clear-night,0.0,0.0,1024.38,Clear,56.67,2015-01-16 21:00:00-08:00,10.0,354.0,3.66
55.29,0.0,50.46,0.84,clear-night,0.0,0.0,1025.19,Clear,55.29,2015-01-16 22:00:00-08:00,10.0,249.0,2.24
55.2,0.0,50.55,0.84,clear-night,0.0,0.0,1025.36,Clear,55.2,2015-01-16 23:00:00-08:00,9.34,93.0,1.26
51.91,0.0,48.72,0.89,clear-night,0.0,0.0,1025.02,Clear,51.91,2015-01-17 00:00:00-08:00,9.34,73.0,2.08
52.0,0.0,48.1,0.87,clear-night,0.0,0.0,1024.67,Clear,52.0,2015-01-17 01:00:00-08:00,9.34,79.0,3.36
50.85,0.0,47.36,0.88,clear-night,0.0,0.0,1024.61,Clear,50.85,2015-01-17 02:00:00-08:00,10.0,53.0,3.32
50.53,0.0,47.14,0.88,clear-night,0.0,0.0,1024.59,Clear,50.53,2015-01-17 03:00:00-08:00,2.85,90.0,3.07
46.48,0.0,46.89,0.93,clear-night,0.0,0.0,1024.57,Clear,48.73,2015-01-17 04:00:00-08:00,3.74,105.0,5.41
46.84,0.23,47.01,0.93,clear-night,0.0,0.0,1024.19,Clear,48.95,2015-01-17 05:00:00-08:00,6.32,89.0,5.24
