apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,pressure,summary,temperature,time,visibility,windBearing,windSpeed
55.99,0.25,54.43,0.94,partly-cloudy-night,0.0,0.0,1012.0,Partly Cloudy,55.99,2017-07-23 02:00:00-07:00,3.71,312.0,1.99
55.25,0.21,54.81,0.98,clear-night,0.0,0.0,1011.9,Clear,55.25,2017-07-23 03:00:00-07:00,2.32,135.0,0.48
54.71,0.0,54.18,0.98,clear-night,0.0,0.0,1011.52,Clear,54.71,2017-07-23 04:00:00-07:00,2.85,127.0,3.55
53.81,0.21,53.19,0.98,clear-night,0.0,0.0,1011.5,Clear,53.81,2017-07-23 05:00:00-07:00,2.21,220.0,0.28
53.79,0.16,53.28,0.98,fog,0.0,0.0,1011.87,Foggy,53.79,2017-07-23 06:00:00-07:00,1.27,5.0,2.25
53.84,0.16,53.49,0.99,fog,0.0,0.0,1012.18,Foggy,53.84,2017-07-23 07:00:00-07:00,1.09,214.0,0.89
55.96,0.23,54.36,0.94,clear-day,0.0,0.0,1012.49,Clear,55.96,2017-07-23 08:00:00-07:00,6.89,298.0,2.71
58.96,0.29,55.18,0.87,partly-cloudy-day,0.0,0.0,1012.67,Partly Cloudy,58.96,2017-07-23 09:00:00-07:00,9.3,272.0,2.47
61.32,0.07,55.42,0.81,clear-day,0.0,0.0,1012.52,Clear,61.32,2017-07-23 10:00:00-07:00,9.64,278.0,4.21
64.84,0.05,55.83,0.73,clear-day,0.0,0.0,1012.66,Clear,64.84,2017-07-23 11:00:00-07:00,10.0,287.0,6.11
66.97,0.05,54.77,0.65,clear-day,0.0,0.0,1012.52,Clear,66.97,2017-07-23 12:00:00-07:00,10.0,295.0,8.08
67.65,0.01,54.5,0.63,clear-day,0.0,0.0,1012.27,Clear,67.65,2017-07-23 13:00:00-07:00,10.0,287.0,11.78
66.33,0.0,54.04,0.65,clear-day,0.0,0.0,1012.09,Clear,66.33,2017-07-23 14:00:00-07:00,10.0,290.0,12.14
66.34,0.0,54.77,0.66,clear-day,0.0,0.0,1011.72,Clear,66.34,2017-07-23 15:00:00-07:00,10.0,273.0,12.49
66.01,0.0,55.17,0.68,clear-day,0.0,0.0,1011.54,Clear,66.01,2017-07-23 16:00:00-07:00,10.0,281.0,12.21
64.04,0.0,54.76,0.72,clear-day,0.0,0.0,1011.08,Clear,64.04,2017-07-23 17:00:00-07:00,10.0,291.0,11.15
61.74,0.23,55.13,0.79,clear-day,0.0,0.0,1010.83,Clear,61.74,2017-07-23 18:00:00-07:00,10.0,280.0,8.76
59.94,0.21,55.1,0.84,clear-day,0.0,0.0,1010.79,Clear,59.94,2017-07-23 19:00:00-07:00,10.0,284.0,8.72
58.21,0.11,55.17,0.9,clear-day,0.0,0.0,1011.07,Clear,58.21,2017-07-23 20:00:00-07:00,7.59,290.0,7.82
57.16,0.11,54.96,0.92,clear-night,0.0,0.0,1011.51,Clear,57.16,2017-07-23 21:00:00-07:00,9.14,272.0,7.48
57.46,0.11,55.45,0.93,clear-night,0.0,0.0,1012.01,Clear,57.46,2017-07-23 22:00:00-07:00,8.62,271.0,4.96
56.97,0.16,55.27,0.94,clear-night,0.0,0.0,1012.23,Clear,56.97,2017-07-23 23:00:00-07:00,9.63,266.0,4.02
56.78,0.15,55.12,0.94,clear-night,0.0,0.0,1012.3,Clear,56.78,2017-07-24 00:00:00-07:00,9.15,210.0,2.57
56.73,0.15,55.23,0.95,clear-night,0.0,0.0,1012.3,Clear,56.73,2017-07-24 01:00:00-07:00,8.98,205.0,4.23
56.02,0.15,55.0,0.96,clear-night,0.0,0.0,1012.22,Clear,56.02,2017-07-24 02:00:00-07:00,9.25,257.0,3.63
56.07,0.0,55.02,0.96,clear-night,0.0,0.0,1012.14,Clear,56.07,2017-07-24 03:00:00-07:00,9.37,174.0,2.35
56.02,0.0,54.32,0.94,clear-night,0.0,0.0,1011.89,Clear,56.02,2017-07-24 04:00:00-07:00,9.72,54.0,2.22
55.89,0.0,54.1,0.94,clear-night,0.0,0.0,1011.83,Clear,55.89,2017-07-24 05:00:00-07:00,9.69,252.0,2.72
55.72,0.31,54.06,0.94,partly-cloudy-night,0.001,0.1,1011.94,Partly Cloudy,55.72,2017-07-24 06:00:00-07:00,9.13,81.0,2.62
56.12,0.15,54.45,0.94,clear-day,0.0,0.0,1012.37,Clear,56.12,2017-07-24 07:00:00-07:00,9.28,90.0,1.92
57.21,0.15,54.6,0.91,clear-day,0.0,0.0,1012.8,Clear,57.21,2017-07-24 08:00:00-07:00,9.4,217.0,3.23
58.21,0.31,54.68,0.88,partly-cloudy-day,0.0,0.0,1013.17,Partly Cloudy,58.21,2017-07-24 09:00:00-07:00,9.5,206.0,1.55
61.61,0.16,54.36,0.77,clear-day,0.0,0.0,1013.33,Clear,61.61,2017-07-24 10:00:00-07:00,10.0,120.0,0.79
64.6,0.29,54.87,0.71,partly-cloudy-day,0.0,0.0,1013.24,Partly Cloudy,64.6,2017-07-24 11:00:00-07:00,10.0,286.0,5.01
65.83,0.29,55.09,0.68,partly-cloudy-day,0.0,0.0,1013.33,Partly Cloudy,65.83,2017-07-24 12:00:00-07:00,10.0,281.0,9.89
67.55,0.03,54.96,0.64,clear-day,0.0,0.0,1013.17,Clear,67.55,2017-07-24 13:00:00-07:00,9.98,284.0,8.38
68.51,0.06,54.92,0.62,clear-day,0.0,0.0,1012.98,Clear,68.51,2017-07-24 14:00:00-07:00,10.0,274.0,11.16
67.93,0.24,55.86,0.65,clear-day,0.0,0.0,1012.89,Clear,67.93,2017-07-24 15:00:00-07:00,10.0,282.0,11.13
67.72,0.0,55.88,0.66,clear-day,0.0,0.0,1012.59,Clear,67.72,2017-07-24 16:00:00-07:00,10.0,272.0,11.01
66.78,0.0,56.03,0.68,clear-day,0.0,0.0,1012.53,Clear,66.78,2017-07-24 17:00:00-07:00,10.0,294.0,11.15
63.84,0.04,56.15,0.76,clear-day,0.0,0.0,1012.15,Clear,63.84,2017-07-24 18:00:00-07:00,10.0,270.0,8.86
62.75,0.04,55.37,0.77,clear-day,0.0,0.0,1012.23,Clear,62.75,2017-07-24 19:00:00-07:00,10.0,268.0,7.32
61.25,0.18,55.39,0.81,clear-day,0.0,0.0,1012.69,Clear,61.25,2017-07-24 20:00:00-07:00,10.0,295.0,5.89
60.08,0.04,55.98,0.86,clear-night,0.0,0.0,1012.93,Clear,60.08,2017-07-24 21:00:00-07:00,10.0,300.0,4.78
60.06,0.07,55.91,0.86,clear-night,0.0,0.0,1013.47,Clear,60.06,2017-07-24 22:00:00-07:00,10.0,326.0,2.66
59.6,0.09,55.78,0.87,clear-night,0.0,0.0,1013.53,Clear,59.6,2017-07-24 23:00:00-07:00,10.0,174.0,2.99
59.5,0.23,55.62,0.87,clear-night,0.0,0.0,1013.74,Clear,59.5,2017-07-25 00:00:00-07:00,10.0,302.0,2.22
59.42,0.15,55.09,0.86,clear-night,0.0,0.0,1014.09,Clear,59.42,2017-07-25 01:00:00-07:00,10.0,22.0,2.46
59.32,0.15,55.0,0.86,clear-night,0.0,0.0,1014.03,Clear,59.32,2017-07-25 02:00:00-07:00,10.0,328.0,1.46
59.13,0.0,55.56,0.88,clear-night,0.0,0.0,1013.96,Clear,59.13,2017-07-25 03:00:00-07:00,10.0,318.0,2.26
59.13,0.0,55.53,0.88,clear-night,0.0,0.0,1013.78,Clear,59.13,2017-07-25 04:00:00-07:00,10.0,302.0,1.92
59.02,0.0,55.36,0.88,clear-night,0.0,0.0,1013.97,Clear,59.02,2017-07-25 05:00:00-07:00,10.0,349.0,0.95
58.89,0.31,54.79,0.86,partly-cloudy-night,0.0,0.0,1014.07,Partly Cloudy,58.89,2017-07-25 06:00:00-07:00,10.0,138.0,3.08
59.5,0.13,54.31,0.83,clear-day,0.0,0.0,1014.47,Clear,59.5,2017-07-25 07:00:00-07:00,10.0,175.0,2.35
60.67,0.13,54.83,0.81,clear-day,0.0,0.0,1015.13,Clear,60.67,2017-07-25 08:00:00-07:00,10.0,261.0,3.35
61.8,0.13,54.79,0.78,clear-day,0.0,0.0,1015.5,Clear,61.8,2017-07-25 09:00:00-07:00,10.0,268.0,4.14
64.48,0.28,54.66,0.7,partly-cloudy-day,0.0,0.0,1015.68,Partly Cloudy,64.48,2017-07-25 10:00:00-07:00,10.0,292.0,3.09
66.49,0.04,54.78,0.66,clear-day,0.0,0.0,1015.72,Clear,66.49,2017-07-25 11:00:00-07:00,10.0,294.0,5.64
68.22,0.04,54.76,0.62,clear-day,0.0,0.0,1015.81,Clear,68.22,2017-07-25 12:00:00-07:00,10.0,273.0,9.08
69.02,0.0,54.73,0.6,clear-day,0.0,0.0,1015.62,Clear,69.02,2017-07-25 13:00:00-07:00,10.0,285.0,7.99
69.45,0.03,54.96,0.6,clear-day,0.0,0.0,1015.39,Clear,69.45,2017-07-25 14:00:00-07:00,10.0,281.0,8.72
69.52,0.01,54.51,0.59,clear-day,0.0,0.0,1015.44,Clear,69.52,2017-07-25 15:00:00-07:00,10.0,285.0,11.37
69.41,0.01,55.4,0.61,clear-day,0.0,0.0,1015.41,Clear,69.41,2017-07-25 16:00:00-07:00,10.0,289.0,12.16
68.14,0.01,55.4,0.64,clear-day,0.0,0.0,1015.2,Clear,68.14,2017-07-25 17:00:00-07:00,10.0,282.0,11.66
66.92,0.01,55.52,0.67,clear-day,0.0,0.0,1015.0,Clear,66.92,2017-07-25 18:00:00-07:00,10.0,309.0,10.44
65.67,0.01,55.57,0.7,clear-day,0.0,0.0,1015.08,Clear,65.67,2017-07-25 19:00:00-07:00,10.0,307.0,10.61
63.31,0.01,55.23,0.75,clear-day,0.0,0.0,1015.42,Clear,63.31,2017-07-25 20:00:00-07:00,10.0,317.0,9.49
61.29,0.1,55.37,0.81,clear-night,0.0,0.0,1015.92,Clear,61.29,2017-07-25 21:00:00-07:00,10.0,307.0,6.95
60.76,0.24,56.05,0.84,clear-night,0.0,0.0,1016.57,Clear,60.76,2017-07-25 22:00:00-07:00,10.0,309.0,5.77
60.52,0.09,56.03,0.85,clear-night,0.0,0.0,1016.83,Clear,60.52,2017-07-25 23:00:00-07:00,10.0,316.0,6.31
60.31,0.09,55.44,0.84,clear-night,0.0,0.0,1017.1,Clear,60.31,2017-07-26 00:00:00-07:00,10.0,333.0,3.97
60.23,0.0,55.27,0.84,clear-night,0.0,0.0,1017.05,Clear,60.23,2017-07-26 01:00:00-07:00,10.0,304.0,3.57
59.53,0.12,55.28,0.86,clear-night,0.0,0.0,1016.82,Clear,59.53,2017-07-26 02:00:00-07:00,10.0,328.0,2.34
59.25,0.0,55.21,0.86,clear-night,0.0,0.0,1016.7,Clear,59.25,2017-07-26 03:00:00-07:00,10.0,40.0,2.09
59.23,0.0,55.07,0.86,clear-night,0.0,0.0,1016.57,Clear,59.23,2017-07-26 04:00:00-07:00,10.0,30.0,2.18
59.12,,55.18,0.87,clear-night,0.0,0.0,1016.87,Clear,59.12,2017-07-26 05:00:00-07:00,10.0,76.0,1.99
59.37,,55.15,0.86,clear-night,0.0,0.0,1017.52,Clear,59.37,2017-07-26 06:00:00-07:00,10.0,12.0,2.27
59.48,0.0,55.36,0.86,clear-day,0.0,0.0,1017.85,Clear,59.48,2017-07-26 07:00:00-07:00,10.0,281.0,2.46
60.41,,55.26,0.83,clear-day,0.0,0.0,1018.33,Clear,60.41,2017-07-26 08:00:00-07:00,9.92,307.0,0.97
61.32,0.31,55.35,0.81,partly-cloudy-day,0.0,0.0,1018.35,Partly Cloudy,61.32,2017-07-26 09:00:00-07:00,9.94,15.0,1.1
63.78,0.31,56.06,0.76,partly-cloudy-day,0.0,0.0,1018.36,Partly Cloudy,63.78,2017-07-26 10:00:00-07:00,10.0,277.0,4.58
65.75,0.07,56.13,0.71,clear-day,0.0,0.0,1018.15,Clear,65.75,2017-07-26 11:00:00-07:00,10.0,299.0,6.27
68.25,0.04,56.0,0.65,clear-day,0.0,0.0,1017.94,Clear,68.25,2017-07-26 12:00:00-07:00,10.0,297.0,8.12
70.12,0.04,56.71,0.62,clear-day,0.0,0.0,1017.84,Clear,70.12,2017-07-26 13:00:00-07:00,10.0,275.0,7.38
70.56,0.0,56.31,0.61,clear-day,0.0,0.0,1017.49,Clear,70.56,2017-07-26 14:00:00-07:00,10.0,276.0,9.78
70.96,0.0,56.37,0.6,clear-day,0.0,0.0,1017.02,Clear,70.96,2017-07-26 15:00:00-07:00,10.0,292.0,11.33
70.84,0.0,56.65,0.61,clear-day,0.0,0.0,1016.74,Clear,70.84,2017-07-26 16:00:00-07:00,10.0,298.0,11.55
70.63,0.0,56.55,0.61,clear-day,0.0,0.0,1016.45,Clear,70.63,2017-07-26 17:00:00-07:00,10.0,298.0,10.78
68.88,0.0,56.54,0.65,clear-day,0.0,0.0,1016.15,Clear,68.88,2017-07-26 18:00:00-07:00,10.0,288.0,9.35
65.87,0.0,56.64,0.72,clear-day,0.0,0.0,1016.32,Clear,65.87,2017-07-26 19:00:00-07:00,10.0,288.0,9.54
63.0,0.0,56.52,0.79,clear-day,0.0,0.0,1016.36,Clear,63.0,2017-07-26 20:00:00-07:00,9.45,280.0,8.47
60.46,0.28,56.44,0.87,partly-cloudy-night,0.0,0.0,1016.54,Partly Cloudy,60.46,2017-07-26 21:00:00-07:00,9.45,262.0,7.75
59.55,0.13,56.38,0.89,clear-night,0.0,0.0,1016.87,Clear,59.55,2017-07-26 22:00:00-07:00,10.0,299.0,6.07
58.36,0.16,56.29,0.93,clear-night,0.0,0.0,1017.13,Clear,58.36,2017-07-26 23:00:00-07:00,10.0,291.0,6.62
57.42,0.12,56.07,0.95,clear-night,0.0,0.0,1016.96,Clear,57.42,2017-07-27 00:00:00-07:00,8.45,315.0,4.07
57.17,0.23,55.92,0.96,clear-night,0.0,0.0,1016.78,Clear,57.17,2017-07-27 01:00:00-07:00,5.75,298.0,4.35
56.56,0.31,55.99,0.98,partly-cloudy-night,0.0,0.0,1016.79,Partly Cloudy,56.56,2017-07-27 02:00:00-07:00,6.92,307.0,4.06
56.32,0.31,55.82,0.98,partly-cloudy-night,0.0,0.0,1016.6,Partly Cloudy,56.32,2017-07-27 03:00:00-07:00,5.76,154.0,0.47
56.01,0.0,55.63,0.99,clear-night,0.0,0.0,1016.2,Clear,56.01,2017-07-27 04:00:00-07:00,5.79,150.0,2.0
56.16,0.31,55.79,0.99,partly-cloudy-night,0.0,0.0,1016.26,Partly Cloudy,56.16,2017-07-27 05:00:00-07:00,3.66,155.0,0.43
55.96,0.0,55.04,0.97,clear-night,0.0,0.0,1016.47,Clear,55.96,2017-07-27 06:00:00-07:00,5.42,257.0,3.58
56.94,0.0,55.8,0.96,clear-day,0.0,0.0,1016.57,Clear,56.94,2017-07-27 07:00:00-07:00,4.31,123.0,2.48
57.62,0.08,55.92,0.94,clear-day,0.0,0.0,1016.76,Clear,57.62,2017-07-27 08:00:00-07:00,4.75,72.0,2.01
60.69,0.21,56.87,0.87,clear-day,0.0,0.0,1016.97,Clear,60.69,2017-07-27 09:00:00-07:00,6.44,108.0,2.09
62.96,0.04,57.35,0.82,clear-day,0.0,0.0,1016.55,Clear,62.96,2017-07-27 10:00:00-07:00,7.1,289.0,2.69
68.24,0.0,56.82,0.67,clear-day,0.0,0.0,1016.45,Clear,68.24,2017-07-27 11:00:00-07:00,9.38,301.0,3.83
70.77,0.0,57.22,0.62,clear-day,0.0,0.0,1015.92,Clear,70.77,2017-07-27 12:00:00-07:00,9.98,291.0,7.66
71.49,0.0,56.58,0.59,clear-day,0.0,0.0,1015.58,Clear,71.49,2017-07-27 13:00:00-07:00,10.0,293.0,9.84
71.58,0.0,56.09,0.58,clear-day,0.0,0.0,1015.43,Clear,71.58,2017-07-27 14:00:00-07:00,10.0,282.0,12.5
70.88,0.0,56.26,0.6,clear-day,0.0,0.0,1015.19,Clear,70.88,2017-07-27 15:00:00-07:00,10.0,293.0,10.99
70.62,0.04,56.29,0.61,clear-day,0.0,0.0,1014.92,Clear,70.62,2017-07-27 16:00:00-07:00,10.0,291.0,10.78
68.03,0.04,57.07,0.68,clear-day,0.0,0.0,1014.74,Clear,68.03,2017-07-27 17:00:00-07:00,10.0,279.0,8.98
66.19,0.04,56.64,0.71,clear-day,0.0,0.0,1014.08,Clear,66.19,2017-07-27 18:00:00-07:00,10.0,295.0,8.72
63.54,0.06,55.89,0.76,clear-day,0.0,0.0,1013.91,Clear,63.54,2017-07-27 19:00:00-07:00,9.06,294.0,8.47
59.62,0.0,55.91,0.88,clear-day,0.0,0.0,1014.03,Clear,59.62,2017-07-27 20:00:00-07:00,6.65,294.0,6.91
59.31,0.0,55.62,0.88,clear-night,0.0,0.0,1014.14,Clear,59.31,2017-07-27 21:00:00-07:00,8.25,273.0,5.04
57.79,0.0,55.53,0.92,clear-night,0.0,0.0,1014.45,Clear,57.79,2017-07-27 22:00:00-07:00,8.58,287.0,4.68
57.19,0.0,55.3,0.93,clear-night,0.0,0.0,1014.31,Clear,57.19,2017-07-27 23:00:00-07:00,5.87,285.0,4.46
57.04,0.17,55.29,0.94,clear-night,0.0,0.0,1014.05,Clear,57.04,2017-07-28 00:00:00-07:00,4.64,301.0,4.32
56.16,0.17,55.23,0.97,clear-night,0.0,0.0,1013.68,Clear,56.16,2017-07-28 01:00:00-07:00,4.95,91.0,0.61
56.26,0.07,54.87,0.95,clear-night,0.0,0.0,1013.65,Clear,56.26,2017-07-28 02:00:00-07:00,7.83,198.0,0.28
55.97,0.0,54.58,0.95,clear-night,0.0,0.0,1013.54,Clear,55.97,2017-07-28 03:00:00-07:00,8.04,82.0,0.86
55.12,0.17,54.44,0.98,clear-night,0.0,0.0,1013.41,Clear,55.12,2017-07-28 04:00:00-07:00,3.82,127.0,2.4
55.23,0.2,54.56,0.98,clear-night,0.0,0.0,1013.36,Clear,55.23,2017-07-28 05:00:00-07:00,3.28,222.0,0.27
54.38,0.16,53.03,0.95,clear-night,0.0,0.0,1013.99,Clear,54.38,2017-07-28 06:00:00-07:00,3.8,250.0,5.77
55.06,0.13,54.39,0.98,clear-day,0.0,0.0,1014.42,Clear,55.06,2017-07-28 07:00:00-07:00,3.67,262.0,4.11
55.76,0.12,54.21,0.95,clear-day,0.0,0.0,1014.73,Clear,55.76,2017-07-28 08:00:00-07:00,6.74,292.0,1.9
58.66,0.12,55.51,0.89,clear-day,0.0,0.0,1015.24,Clear,58.66,2017-07-28 09:00:00-07:00,8.29,276.0,4.49
60.3,0.13,55.89,0.85,clear-day,0.0,0.0,1015.33,Clear,60.3,2017-07-28 10:00:00-07:00,8.05,214.0,2.19
62.95,0.27,55.64,0.77,partly-cloudy-day,0.0,0.0,1015.14,Partly Cloudy,62.95,2017-07-28 11:00:00-07:00,9.43,284.0,6.21
65.01,0.04,55.58,0.72,clear-day,0.0,0.0,1015.1,Clear,65.01,2017-07-28 12:00:00-07:00,10.0,267.0,7.64
66.86,0.04,55.82,0.68,clear-day,0.0,0.0,1014.91,Clear,66.86,2017-07-28 13:00:00-07:00,10.0,274.0,7.6
67.59,0.04,56.0,0.66,clear-day,0.0,0.0,1014.68,Clear,67.59,2017-07-28 14:00:00-07:00,9.73,270.0,10.37
67.96,0.04,56.28,0.66,clear-day,0.0,0.0,1014.66,Clear,67.96,2017-07-28 15:00:00-07:00,10.0,268.0,11.38
66.75,0.04,55.74,0.68,clear-day,0.0,0.0,1014.6,Clear,66.75,2017-07-28 16:00:00-07:00,9.31,275.0,10.47
65.46,0.0,55.07,0.69,clear-day,0.0,0.0,1014.42,Clear,65.46,2017-07-28 17:00:00-07:00,8.68,284.0,9.43
63.59,0.04,55.0,0.74,clear-day,0.0,0.0,1014.03,Clear,63.59,2017-07-28 18:00:00-07:00,8.58,284.0,10.34
61.47,0.1,54.99,0.79,clear-day,0.0,0.0,1014.06,Clear,61.47,2017-07-28 19:00:00-07:00,7.87,282.0,8.75
58.59,0.0,54.64,0.87,clear-day,0.0,0.0,1014.18,Clear,58.59,2017-07-28 20:00:00-07:00,7.55,297.0,7.15
58.11,0.18,54.63,0.88,clear-night,0.0,0.0,1014.56,Clear,58.11,2017-07-28 21:00:00-07:00,8.34,288.0,5.59
57.68,0.11,54.55,0.89,clear-night,0.0,0.0,1014.71,Clear,57.68,2017-07-28 22:00:00-07:00,7.71,298.0,4.98
57.22,0.0,54.48,0.91,clear-night,0.0,0.0,1014.85,Clear,57.22,2017-07-28 23:00:00-07:00,7.59,296.0,5.02
56.9,0.09,54.3,0.91,clear-night,0.0,0.0,1014.94,Clear,56.9,2017-07-29 00:00:00-07:00,7.65,263.0,3.78
56.74,0.0,54.17,0.91,clear-night,0.0,0.0,1015.11,Clear,56.74,2017-07-29 01:00:00-07:00,8.29,282.0,3.53
55.95,0.0,53.39,0.91,clear-night,0.0,0.0,1014.97,Clear,55.95,2017-07-29 02:00:00-07:00,8.73,248.0,5.38
55.3,0.15,53.4,0.93,clear-night,0.0,0.0,1014.98,Clear,55.3,2017-07-29 03:00:00-07:00,8.89,191.0,3.89
55.06,0.0,53.41,0.94,clear-night,0.0,0.0,1015.16,Clear,55.06,2017-07-29 04:00:00-07:00,7.44,191.0,3.16
55.05,0.0,53.92,0.96,clear-night,0.0,0.0,1015.26,Clear,55.05,2017-07-29 05:00:00-07:00,7.05,232.0,5.92
54.35,0.31,54.06,0.99,partly-cloudy-night,0.0,0.0,1015.52,Partly Cloudy,54.35,2017-07-29 06:00:00-07:00,5.38,260.0,2.77
54.74,0.15,54.35,0.99,clear-day,0.0,0.0,1016.03,Clear,54.74,2017-07-29 07:00:00-07:00,6.03,184.0,3.51
56.22,0.15,54.28,0.93,clear-day,0.0,0.0,1016.69,Clear,56.22,2017-07-29 08:00:00-07:00,7.57,187.0,1.83
56.73,0.2,54.54,0.92,clear-day,0.0,0.0,1017.27,Clear,56.73,2017-07-29 09:00:00-07:00,8.46,191.0,2.67
58.8,0.07,55.26,0.88,clear-day,0.0,0.0,1017.4,Clear,58.8,2017-07-29 10:00:00-07:00,8.68,287.0,1.46
61.21,0.07,55.41,0.81,clear-day,0.0,0.0,1017.61,Clear,61.21,2017-07-29 11:00:00-07:00,10.0,267.0,5.9
63.76,0.27,55.42,0.74,partly-cloudy-day,0.0,0.0,1017.67,Partly Cloudy,63.76,2017-07-29 12:00:00-07:00,10.0,287.0,7.75
66.09,0.02,55.55,0.69,clear-day,0.0,0.0,1017.46,Clear,66.09,2017-07-29 13:00:00-07:00,10.0,300.0,9.14
67.27,0.01,55.57,0.66,clear-day,0.0,0.0,1017.43,Clear,67.27,2017-07-29 14:00:00-07:00,10.0,300.0,11.42
67.05,0.0,55.73,0.67,clear-day,0.0,0.0,1017.36,Clear,67.05,2017-07-29 15:00:00-07:00,10.0,270.0,11.31
66.36,0.0,55.71,0.69,clear-day,0.0,0.0,1016.99,Clear,66.36,2017-07-29 16:00:00-07:00,10.0,263.0,10.4
64.96,0.0,55.78,0.72,clear-day,0.0,0.0,1016.55,Clear,64.96,2017-07-29 17:00:00-07:00,10.0,273.0,9.69
62.35,0.02,54.98,0.77,clear-day,0.0,0.0,1016.27,Clear,62.35,2017-07-29 18:00:00-07:00,10.0,285.0,10.38
60.11,0.28,54.9,0.83,partly-cloudy-day,0.0,0.0,1016.37,Partly Cloudy,60.11,2017-07-29 19:00:00-07:00,9.35,279.0,10.57
58.61,0.0,54.98,0.88,clear-day,0.0,0.0,1016.76,Clear,58.61,2017-07-29 20:00:00-07:00,9.24,282.0,8.92
57.81,0.11,54.73,0.89,clear-night,0.0,0.0,1017.13,Clear,57.81,2017-07-29 21:00:00-07:00,9.41,266.0,6.44
57.41,0.11,54.68,0.91,clear-night,0.0,0.0,1017.67,Clear,57.41,2017-07-29 22:00:00-07:00,8.41,303.0,5.69
56.35,0.31,54.6,0.94,partly-cloudy-night,0.0,0.0,1018.01,Partly Cloudy,56.35,2017-07-29 23:00:00-07:00,8.2,255.0,4.58
56.08,0.31,54.26,0.94,partly-cloudy-night,0.0,0.0,1018.01,Partly Cloudy,56.08,2017-07-30 00:00:00-07:00,6.52,269.0,3.53
55.29,0.0,54.1,0.96,clear-night,0.0,0.0,1017.98,Clear,55.29,2017-07-30 01:00:00-07:00,5.61,262.0,4.71
55.24,0.0,54.3,0.97,clear-night,0.0,0.0,1017.97,Clear,55.24,2017-07-30 02:00:00-07:00,6.23,268.0,2.87
55.14,,54.8,0.99,clear-night,0.0,0.0,1017.8,Clear,55.14,2017-07-30 03:00:00-07:00,5.6,232.0,3.74
55.0,0.31,53.97,0.96,partly-cloudy-night,0.0,0.0,1017.76,Partly Cloudy,55.0,2017-07-30 04:00:00-07:00,8.86,155.0,1.64
54.91,0.0,53.74,0.96,clear-night,0.0,0.0,1017.82,Clear,54.91,2017-07-30 05:00:00-07:00,9.3,168.0,4.46
54.89,0.31,53.77,0.96,partly-cloudy-night,0.0,0.0,1018.25,Partly Cloudy,54.89,2017-07-30 06:00:00-07:00,9.04,135.0,4.19
55.02,0.2,53.85,0.96,clear-day,0.0,0.0,1018.64,Clear,55.02,2017-07-30 07:00:00-07:00,7.36,162.0,3.78
56.0,0.2,54.25,0.94,clear-day,0.0,0.0,1019.38,Clear,56.0,2017-07-30 08:00:00-07:00,8.38,147.0,2.94
56.59,0.11,54.0,0.91,clear-day,0.0,0.0,1019.93,Clear,56.59,2017-07-30 09:00:00-07:00,9.38,251.0,1.93
58.77,0.18,53.88,0.84,clear-day,0.0,0.0,1020.16,Clear,58.77,2017-07-30 10:00:00-07:00,9.67,275.0,4.91
61.33,0.18,54.78,0.79,clear-day,0.0,0.0,1019.94,Clear,61.33,2017-07-30 11:00:00-07:00,10.0,259.0,5.65
65.46,0.25,55.1,0.69,partly-cloudy-day,0.0,0.0,1019.63,Partly Cloudy,65.46,2017-07-30 12:00:00-07:00,10.0,289.0,6.16
66.87,0.04,55.54,0.67,clear-day,0.0,0.0,1019.28,Clear,66.87,2017-07-30 13:00:00-07:00,10.0,308.0,9.07
69.03,0.0,55.85,0.63,clear-day,0.0,0.0,1018.82,Clear,69.03,2017-07-30 14:00:00-07:00,10.0,301.0,8.32
70.51,0.0,56.53,0.61,clear-day,0.0,0.0,1018.3,Clear,70.51,2017-07-30 15:00:00-07:00,9.96,293.0,10.74
70.22,0.0,56.83,0.63,clear-day,0.0,0.0,1017.61,Clear,70.22,2017-07-30 16:00:00-07:00,10.0,289.0,9.44
69.29,0.0,57.6,0.66,clear-day,0.0,0.0,1017.44,Clear,69.29,2017-07-30 17:00:00-07:00,10.0,273.0,10.04
66.64,0.02,57.04,0.71,clear-day,0.0,0.0,1017.71,Clear,66.64,2017-07-30 18:00:00-07:00,10.0,285.0,10.64
63.5,0.04,56.8,0.79,clear-day,0.0,0.0,1017.79,Clear,63.5,2017-07-30 19:00:00-07:00,10.0,290.0,8.29
61.2,0.0,56.78,0.85,clear-day,0.0,0.0,1018.22,Clear,61.2,2017-07-30 20:00:00-07:00,10.0,275.0,9.37
59.87,0.07,56.59,0.89,clear-night,0.0,0.0,1018.75,Clear,59.87,2017-07-30 21:00:00-07:00,10.0,286.0,7.35
59.24,0.18,56.49,0.91,clear-night,0.0,0.0,1019.15,Clear,59.24,2017-07-30 22:00:00-07:00,10.0,265.0,7.02
58.21,0.31,56.23,0.93,partly-cloudy-night,0.0,0.0,1019.07,Partly Cloudy,58.21,2017-07-30 23:00:00-07:00,9.84,299.0,6.58
57.92,0.12,55.97,0.93,clear-night,0.0,0.0,1018.95,Clear,57.92,2017-07-31 00:00:00-07:00,9.87,312.0,5.31
57.92,0.2,55.36,0.91,clear-night,0.0,0.0,1019.09,Clear,57.92,2017-07-31 01:00:00-07:00,9.87,343.0,2.78
